Project,Event,Year,PCG,Collection,Station_Type,Date,Start_Time_GMT,Samp_Dur,Start_Latitude,Start_Longitude,Start_Depth,LastOfTemp,No Readable Frames,Turbidity,Biotic_Density,Biotic_Type,Biotic_Height,Substrate,Size,Relief,Current_Direction,Current_Magnitude,MeanCount,SumCount,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
P05,2014-255,2014,P05140292324,140292,Random,7/22/2014,18:40,89,32.22967148,-79.7009964,29,26.30800056,41,1,8.5,Other,High,5,Coarse,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1052,2014,T60143329324,143329,Random,6/3/2014,21:22,93,30.02162743,-80.53696442,41,23.18533333,41,0,12.5,Other,Low,5,Coarse,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1169,2012,T60123712324,123712,Random2013,9/24/2012,19:31,74,29.10025787,-80.41584778,30,27.37863286,41,1,25,Other,Low,12.5,Coarse,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1177,2013,T60134393324,134393,Random2014,9/22/2013,20:04,95,31.32494545,-80.53781128,32,27.64238043,41,0,1.5,Algae,Low,1,Continuous,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1116,2012,T60128257324,128257,Random2013,8/14/2012,15:07,95,34.65373611,-75.74913025,59,18.17539978,41,0,7.5,Other,High,2.5,Continuous,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1174,2013,T60134374324,134374,Random,9/21/2013,19:36,113,31.48387146,-79.72758484,70,20.34838,41,0,2,Unknown,Low,2.5,Continuous,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1110,2013,T60133706324,133706,Random2014,7/28/2013,11:45,77,29.18687057,-80.37981415,32,16.27205514,41,0,0.5,Unknown,Low,2.5,Continuous,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2011-1073,2011,T60113464324,113464,Random,8/20/2011,12:42,97,31.26610947,-79.87319183,53,22.07189941,41,0,20,Algae,Low,5,Continuous,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-72,2013,P05130478324,130478,Random,8/11/2013,13:39,92,34.53398895,-76.40316772,17,23.12409973,41,2,20,Other,Low,5,Continuous,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-73,2013,P05130484324,130484,Random,8/11/2013,16:33,92,34.52973175,-76.34635162,22,23.65600014,41,1,5,Other,Low,7.5,Continuous,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-42,2013,P05130284324,130284,Random,6/26/2013,11:10,103,33.96184921,-76.76912689,37,26.44650078,41,0,3.5,Algae,High,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-27,2013,P05130187324,130187,Random,5/30/2013,13:43,99,33.27859879,-78.42810059,25,22.91160011,41,0,10,Other,High,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1176,2013,T60134387324,134387,Random,9/22/2013,14:56,93,31.59063339,-80.80519867,21,27.70568696,41,2,12.5,Other,High,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-73,2013,P05130485324,130485,Random,8/11/2013,16:37,93,34.5265007,-76.35382843,22,23.65600014,41,1,20,Other,High,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1037,2014,T60143235324,143235,Random,5/30/2014,17:49,96,29.86232185,-80.28518677,52,20.87224118,41,0,6,Other,High,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2011-1086,2011,T60113528324,113528,Random,9/13/2011,19:51,95,31.59072685,-80.76605225,19,,41,2,10,Other,High,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1096,2013,T60133615324,133615,Random2014,7/21/2013,14:38,97,31.92545319,-80.28223419,27,27.17436667,41,1,12.5,Other,High,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-73,2013,P05130487324,130487,Random,8/11/2013,16:45,97,34.51832962,-76.35482788,22,23.65600014,41,2,15,Other,High,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-34,2013,P05130232324,130232,Recon,6/18/2013,17:16,102,32.59545135,-79.22324371,31,21.24069977,41,0,1,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1067,2013,T60133409324,133409,Random2014,6/20/2013,11:49,79,29.42878342,-80.35951233,43,17.68336491,41,0,1,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2014-276,2014,P05140438324,140438,Random,8/22/2014,11:23,86,35.01332855,-75.46682739,46,22.99099922,41,1,1,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1043,2014,T60143271324,143271,Random,6/1/2014,14:55,84,28.88774681,-80.27431488,40,23.23708333,41,0,1.5,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2014-264,2014,P05140355324,140355,Random,8/12/2014,13:28,94,32.78617096,-78.6413269,35,24.7840004,41,1,3,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1086,2012,T60128061324,128061,Random2013,7/29/2012,16:31,102,34.60357666,-76.13894653,40,21.51880074,41,0,3.5,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1132,2013,T60133858324,133858,Random,8/16/2013,18:19,94,30.37486076,-80.33553314,43,23.6154,41,0,4,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2011-1098,2011,T60113601324,113601,Random,9/19/2011,12:04,106,27.7851963,-80.01810455,54,24.46759987,41,0,5,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2011-1024,2011,T60113164324,113164,Random,6/26/2011,13:07,93,27.46607971,-80.07351685,23,16.85684967,41,0,7.5,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1065,2014,T60143399324,143399,NonRandom,6/13/2014,17:00,85,27.33422661,-80.06756592,25,23.25681667,41,1,10,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-63,2013,P05130416324,130416,Random,8/8/2013,21:18,98,34.62282944,-76.13749695,36,24.35140038,41,0,12.5,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1178,2014,T60144142324,144142,Random,9/10/2014,17:34,87,30.23233604,-80.46426392,39,28.08496667,41,1,20,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1034,2014,T60143214324,143214,Random,5/29/2014,21:03,101,31.05443192,-80.0355072,49,23.9592,41,0,35,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2011-1049,2011,T60113322324,113322,Random,7/24/2011,18:36,88,29.97036934,-80.28513336,56,16.094348,41,0,72.5,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1132,2013,T60133856324,133856,Random,8/16/2013,18:12,83,30.36707687,-80.33945465,43,23.6154,41,0,3.5,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1168,2014,T60144082324,144082,NonRandom,8/19/2014,11:22,83,29.15936089,-80.8302002,22,24.69425,41,1,1,Other,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1013,2014,T60143082324,143082,Random,5/3/2014,20:17,101,30.50500107,-80.60625458,37,22.37821111,41,0,1,Other,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-63,2013,P05130415324,130415,Random,8/8/2013,21:14,94,34.62393951,-76.14637756,35,24.35140038,41,0,3,Other,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1021,2014,T60143136324,143136,Random,5/5/2014,19:57,104,29.56443596,-80.39273834,41,19.9806,41,0,3,Other,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1039,2014,T60143244324,143244,Random,5/31/2014,11:33,85,29.1787014,-80.6055603,24,24.24751333,41,1,3.5,Other,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1136,2012,T60123509324,123509,Random,8/25/2012,12:26,91,31.58472252,-80.36172485,30,24.77519989,41,0,4,Other,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-67,2013,P05130447324,130447,Random,8/9/2013,18:40,97,34.54533005,-76.24417114,34,23.53450012,41,1,5,Other,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-77,2013,P05130516324,130516,Random,8/20/2013,11:32,96,33.27560043,-78.44909668,25,22.89459991,41,1,5,Other,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2011-1011,2011,T60113079324,113079,NonRandom,5/23/2011,18:36,99,29.16403961,-80.54280853,32,20.29860795,41,1,5,Other,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2011-1104,2011,T60113640324,113640,Random,9/21/2011,18:32,101,31.68199348,-80.32715607,30,27.38930035,41,1,5,Other,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-27,2013,P05130185324,130185,Random,5/30/2013,13:35,96,33.27722168,-78.436409,25,22.91160011,41,0,7.5,Other,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-79,2013,P05130526324,130526,Random,8/20/2013,15:43,96,33.27199936,-78.43599701,24,22.92440033,41,1,7.5,Other,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1047,2014,T60143302324,143302,Random,6/2/2014,18:43,98,29.09570885,-80.58426666,21,24.50358571,41,1,10,Other,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2011-1104,2011,T60113641324,113641,NonRandom,9/21/2011,18:39,103,31.68048286,-80.33300781,30,27.38930035,41,2,12.5,Other,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2011-1104,2011,T60113642324,113642,Random,9/21/2011,18:43,107,31.68107224,-80.33917999,30,27.38930035,41,2,20,Other,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-55,2013,P05130363324,130363,Random,7/31/2013,11:19,111,32.26515961,-79.16983032,50,19.17889977,41,0,1,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1046,2014,T60143296324,143296,Random,6/2/2014,15:50,73,29.01914787,-80.45965576,24,25.007675,41,1,3,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1011,2014,T60143068324,143068,Random,5/3/2014,14:59,99,30.51905823,-80.46845245,39,23.68975,41,0,1.5,Other,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1142,2012,T60123540324,123540,Random,8/26/2012,20:51,87,31.26470947,-80.52409363,34,25.0727005,41,1,1.5,Other,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1004,2012,T60123032324,123032,Random,4/25/2012,17:38,102,29.1646328,-80.54214478,25,22.5739024,41,0,1,Unknown,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1150,2012,T60123583324,123583,Random2013,8/30/2012,15:11,88,30.48919487,-80.52072144,40,24.64374924,41,0,1,Unknown,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1174,2013,T60134369324,134369,Random,9/21/2013,19:10,84,31.50125122,-79.7225647,69,20.34838,41,0,1.5,Unknown,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1160,2012,T60123650324,123650,Random2013,9/21/2012,16:13,84,30.35684776,-80.34736633,43,27.82103348,41,0,2.5,Unknown,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1079,2012,T60128010324,128010,Random2013,7/27/2012,12:19,88,34.56244278,-76.19921112,38,24.91639996,41,1,3.5,Unknown,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1088,2013,T60133557324,133557,Random2014,7/18/2013,16:14,93,31.92235947,-79.44458771,69,15.95867949,41,0,5,Unknown,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1007,2012,T60123047324,123047,NonRandom,4/26/2012,14:43,91,27.27652931,-80.02128601,46,20.32865,41,2,5,Unknown,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1088,2013,T60133558324,133558,Random2014,7/18/2013,16:17,99,31.92497063,-79.44295502,68,15.95867949,41,0,7.5,Unknown,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1079,2013,T60133497324,133497,Random2014,6/24/2013,12:06,97,29.27287483,-80.57273865,32,18.91859667,41,1,55,Unknown,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2014-264,2014,P05140354324,140354,Random,8/12/2014,13:25,91,32.7923317,-78.14067078,34,24.7840004,41,1,0.5,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1029,2012,T60123189324,123189,Random,5/24/2012,15:46,117,31.62149811,-79.66748047,70,18.44758056,41,1,0.5,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1160,2013,T60134287324,134287,Random,9/2/2013,16:01,87,29.70018005,-80.4998703,34,23.9476,41,0,1,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1020,2014,T60143126324,143126,NonRandom,5/5/2014,17:15,93,29.53602982,-80.42279053,39,20.1588875,41,0,0.5,Other,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1013,2014,T60143078324,143078,Random,5/3/2014,19:52,88,30.50694466,-80.58015442,35,22.37821111,41,0,0.5,Other,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1066,2013,T60133405324,133405,Random2014,6/19/2013,14:24,95,29.50160027,-80.45582581,32,20.15416923,41,1,5,Other,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1166,2012,T60123694324,123694,Random2013,9/23/2012,19:29,88,29.17741966,-80.51864624,26,27.04291398,41,2,10,Other,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1166,2012,T60123692324,123692,Random2013,9/23/2012,19:17,80,29.19756889,-80.52432251,26,27.04291398,41,1,12.5,Other,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1014,2012,T60123090324,123090,Random,4/28/2012,15:48,81,28.87886047,-80.17404175,52,15.19844158,41,0,0.5,Unknown,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1152,2012,T60123598324,123598,Random2013,8/30/2012,20:56,87,30.50509262,-80.60608673,37,24.84232789,41,0,0.5,Unknown,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1079,2012,T60128008324,128008,Random2013,7/27/2012,12:04,78,34.56694031,-76.21404266,37,24.91639996,41,1,0.5,Unknown,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2011-1014,2011,T60113104324,113104,NonRandom,5/25/2011,12:25,136,29.29965019,-80.38529968,33,19.6336,41,1,1,Unknown,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2011-1091,2011,T60113559324,113559,NonRandom,9/15/2011,16:26,110,31.58361626,-80.36896515,30,28.76712465,41,2,2.5,Unknown,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1169,2013,T60134337324,134337,Random,9/19/2013,18:18,110,31.39141083,-80.8928833,16,27.99565714,41,2,10,Other,High,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1024,2014,T60143152324,143152,Random,5/6/2014,18:55,90,29.7716713,-80.43802643,40,20.26361429,41,0,0.5,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1032,2014,T60143200324,143200,Random,5/29/2014,11:58,91,31.44031334,-80.35533905,36,23.49510357,41,0,0.5,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2014-271,2014,P05140407324,140407,Random,8/14/2014,16:29,98,32.7983284,-78.78949738,32,25.39900017,41,1,1,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1174,2014,T60144115324,144115,Random,9/9/2014,11:41,81,31.62800789,-80.57775879,26,28.85392222,41,1,1,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1005,2014,T60143028324,143028,Random,5/1/2014,16:43,94,27.73923874,-80.12667084,28,21.39605,41,2,2.5,Algae,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1171,2013,T60134352324,134352,Random2014,9/20/2013,19:26,101,31.38798332,-80.87890625,19,27.8717,41,2,1,Other,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1066,2012,T60123428324,123428,Random,7/14/2012,18:28,98,28.88085556,-80.27243805,40,18.21981907,41,1,0.5,Unknown,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1184,2013,T60134431324,134431,Random,9/25/2013,12:10,81,30.35148811,-80.62744141,37,27.51101852,41,1,0.5,Unknown,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1168,2013,T60134331324,134331,Random,9/5/2013,13:09,99,29.32342911,-80.40549469,33,20.53375333,41,1,1,Unknown,Low,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-33,2013,P05130226324,130226,Random,6/18/2013,11:12,96,32.34132004,-79.21672821,41,19.42350006,41,0,0,N/A,N/A,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-17,2013,P05130114324,130114,Random,5/22/2013,10:57,94,32.76539993,-78.48985291,41,20.76009941,41,0,0,N/A,N/A,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-25,2013,P05130170324,130170,Random,5/29/2013,18:32,99,33.85982895,-77.28849792,30,21.65159988,41,0,0,N/A,N/A,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-26,2013,P05130180324,130180,Random,5/30/2013,11:09,98,33.28195953,-78.4695282,24,22.97809982,41,0,0,N/A,N/A,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1076,2014,T60143462324,143462,NonRandom,6/17/2014,20:07,89,31.83740425,-80.13782501,32,25.37100588,41,0,0,N/A,N/A,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2011-1049,2011,T60113327324,113327,Random,7/24/2011,19:24,91,29.99240303,-80.28504944,57,16.094348,41,0,0,N/A,N/A,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1039,2012,T60123252324,123252,Random,5/28/2012,11:34,83,27.85663223,-80.15390015,27,24.95800018,41,0,0,N/A,N/A,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1039,2012,T60123255324,123255,Random,5/28/2012,11:52,94,27.87444305,-80.15616608,29,24.95800018,41,0,0,N/A,N/A,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1022,2013,T60133122324,133122,Random,5/24/2013,14:27,88,31.57743454,-80.35857391,35,22.53926207,41,0,0,N/A,N/A,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1026,2013,T60133149324,133149,Random,5/25/2013,14:52,102,30.49028969,-80.52642822,37,24.01055455,41,0,0,N/A,N/A,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1043,2013,T60133252324,133252,Random,5/30/2013,18:19,111,31.42787933,-80.32520294,39,23.07086,41,0,0,N/A,N/A,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2014-1184,2014,T60144170324,144170,Random,9/12/2014,11:42,84,30.91439819,-80.59000397,35,28.74135588,41,0,0,N/A,N/A,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-67,2013,P05130444324,130444,Random,8/9/2013,18:25,94,34.55633163,-76.24066925,33,23.53450012,41,1,0,N/A,N/A,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-71,2013,P05130471324,130471,Random,8/11/2013,11:07,92,34.55736923,-76.33827972,22,23.41270065,41,1,0,N/A,N/A,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-80,2013,P05130530324,130530,Random,8/20/2013,19:46,95,33.48212814,-78.25096893,23,25.63809967,41,1,0,N/A,N/A,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-80,2013,P05130534324,130534,Random,8/20/2013,20:07,94,33.47166061,-78.2405014,24,25.63809967,41,1,0,N/A,N/A,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2014-218,2014,P05140035324,140035,Random,5/5/2014,20:58,87,32.60044098,-79.22402191,30,19.88199997,41,1,0,N/A,N/A,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2014-218,2014,P05140037324,140037,Random,5/5/2014,21:10,86,32.59550095,-79.22316742,30,19.88199997,41,1,0,N/A,N/A,0,N/A,Low,Towards,Weak,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
